epoch,loss_tr,loss_val
149,3.821667605638504,3.932661247253418
150,3.785722017288208,3.942407822608948
151,3.7950234174728394,3.9533647537231444
152,3.7757102608680726,3.950125503540039
153,3.7951231718063356,3.9341750144958496
154,3.789827060699463,3.9998786449432373
155,3.8073729455471037,3.898095393180847
156,3.79720761179924,3.9200807571411134
157,3.813039493560791,3.979338192939758
158,3.816715919971466,3.905151915550232
159,3.792682534456253,3.9459031581878663
160,3.8007585525512697,3.900159239768982
161,3.8042642295360567,3.897713470458984
162,3.7937760293483733,3.8748762130737306
163,3.773029112815857,3.9402135372161866
164,3.801866340637207,3.915160965919495
165,3.792502760887146,3.936760902404785
166,3.79593106508255,3.9386635303497313
167,3.778720587491989,3.904236841201782
168,3.7510346293449404,3.9376210927963258
169,3.7976098597049712,3.923078942298889
170,3.774807131290436,3.93184552192688
171,3.7883842825889587,3.9557414293289184
172,3.782965952157974,3.8903199672698974
173,3.7582818150520323,3.9032865524291993
174,3.7761803448200224,3.928771185874939
175,3.775394821166992,3.8767623901367188
176,3.7634590566158295,3.9178512334823608
177,3.7820817470550536,3.918069338798523
178,3.7562243223190306,3.8796820878982543
179,3.7886777997016905,3.9297475576400758
180,3.769283175468445,3.878412628173828
181,3.7538384020328524,3.942292904853821
182,3.7640592992305755,3.852712845802307
183,3.7742830514907837,3.9534216642379763
184,3.7654432713985444,3.925587606430054
185,3.776520174741745,3.8923723697662354
186,3.7514781415462495,3.9360246896743774
187,3.7668385326862337,3.936125087738037
188,3.7829197585582732,3.904719614982605
189,3.735045629739761,3.936795544624329
190,3.7857031762599944,3.938675141334534
191,3.747889149188995,3.907653045654297
192,3.7820710122585295,3.912807011604309
193,3.7644863367080688,3.8816900730133055
194,3.750041204690933,3.9298541069030763
195,3.7642050325870513,3.8554418802261354
196,3.746256744861603,3.916326570510864
197,3.7573062121868133,3.901998448371887
198,3.767925876379013,3.862610626220703
199,3.75435585975647,3.9225372314453124
200,3.7711516439914705,3.879803013801575
201,3.7621382653713225,3.915929341316223
202,3.7501723766326904,3.9018405199050905
203,3.774958163499832,3.9208158016204835
204,3.769190365076065,3.909642481803894
205,3.774173176288605,3.8899124383926393
206,3.7853064715862272,3.892932415008545
207,3.742731195688248,3.932581830024719
208,3.7505286753177645,3.9094682693481446
209,3.749451184272766,3.9016581773757935
210,3.760158973932266,3.855329394340515
211,3.7488146901130674,3.93669331073761
212,3.7458358883857725,3.8803429126739504
213,3.7390138506889343,3.895498013496399
214,3.7601418495178223,3.9483466863632204
215,3.743005853891373,3.8907523155212402
216,3.763640230894089,3.8920430183410644
217,3.75564626455307,3.8733627080917357
218,3.7394963085651396,3.9434221744537354
219,3.7399958074092865,3.9267004489898683
220,3.7414741694927214,3.8902547121047975
221,3.733461481332779,3.919326901435852
222,3.756794434785843,3.8656795740127565
223,3.7479296803474424,3.901073169708252
224,3.743812245130539,3.8673315048217773
225,3.748842704296112,3.919277787208557
226,3.738924413919449,3.8981680154800413
227,3.7389756202697755,3.829638671875
228,3.730107867717743,3.8641614437103273
229,3.75318483710289,3.86858651638031
230,3.749795895814896,3.9701359033584596
231,3.7455807983875276,3.900861978530884
232,3.7355240881443024,3.919071316719055
233,3.729278701543808,3.8665815353393556
234,3.7260671615600587,3.9186941385269165
235,3.7285624921321867,3.8781805515289305
236,3.7349375784397125,3.8688710927963257
237,3.7495593667030334,3.865046811103821
238,3.75273579955101,3.881317710876465
239,3.7405075132846832,3.9018462896347046
240,3.7315946519374847,3.8938143491744994
241,3.701488119363785,3.915708541870117
242,3.7461077332496644,3.911710524559021
243,3.7539724886417387,3.88760769367218
244,3.7240200877189635,3.9223235130310057
245,3.7260748624801634,3.8576979637145996
246,3.7253443360328675,3.92020468711853
247,3.7174264252185822,3.8932419538497927
248,3.710107517242432,3.8747499227523803
249,3.722794109582901,3.8815298557281492
250,3.747180312871933,3.96035749912262
251,3.718659168481827,3.8781318426132203
252,3.766561281681061,3.9181395292282106
253,3.7134864270687102,3.9301820516586305
254,3.7249175190925596,3.9065706729888916
255,3.7307317316532136,3.8953049898147585
256,3.7237629115581514,3.912895154953003
257,3.718556195497513,3.8803661584854128
258,3.715988314151764,3.8657473802566527
259,3.7279594600200654,3.8785356283187866
260,3.723074418306351,3.892681384086609
261,3.7094829261302946,3.9377036571502684
262,3.703376072645187,3.925521993637085
263,3.7258044123649596,3.9091071605682375
264,3.7282707691192627,3.876061224937439
265,3.7089770674705504,3.904348278045654
266,3.7269983351230622,3.8772544622421266
267,3.7386036038398744,3.8721842527389527
268,3.747400867938995,3.9442092895507814
269,3.706659734249115,3.8716320753097535
270,3.70032252073288,3.9097882509231567
271,3.73457647562027,3.9026341915130613
272,3.752574008703232,3.8757530212402345
273,3.710444974899292,3.8711309671401977
274,3.7193504333496095,3.8649466037750244
275,3.718738651275635,3.9048040390014647
276,3.709258794784546,3.886248302459717
277,3.731347197294235,3.879523491859436
278,3.7006451547145844,3.864279842376709
279,3.7027571558952332,3.9211358547210695
280,3.710838520526886,3.899811100959778
281,3.7199794232845305,3.859514045715332
282,3.7285306096076964,3.9160293102264405
283,3.705687701702118,3.868243622779846
284,3.6968661904335023,3.9331499338150024
285,3.7129009783267977,3.8798436164855956
286,3.7282519161701204,3.8699678659439085
287,3.7213151812553407,3.9084405660629273
288,3.7346836149692537,3.8797885894775392
289,3.7115819811820985,3.9103796243667603
290,3.7109976172447205,3.8985671043395995
291,3.6940301597118377,3.8449734687805175
292,3.7102157533168794,3.915829229354858
293,3.7310040175914763,3.8738139867782593
294,3.701727956533432,3.8800738573074343
295,3.7082112193107606,3.8819573879241944
296,3.711270660161972,3.8802446603775023
297,3.6973333597183227,3.8767676830291746
298,3.6994482278823853,3.9118147611618044
299,3.6781459748744965,3.8919170618057253
300,3.723675066232681,3.896147298812866
301,3.7176647424697875,3.870568609237671
302,3.72194265127182,3.8905330657958985
303,3.708070141077042,3.9400506258010863
304,3.7154977321624756,3.9103366851806642
305,3.706553411483765,3.9089443922042846
306,3.7185674011707306,3.912745141983032
307,3.7032896161079405,3.92173433303833
308,3.6958404004573824,3.8282320737838744
309,3.734122908115387,3.887192487716675
310,3.685480219125748,3.8895071268081667
311,3.7001087367534637,3.826863408088684
312,3.7099935472011567,3.9059997320175173
313,3.7231653034687042,3.8565037488937377
314,3.6862407684326173,3.8602768659591673
315,3.714132606983185,3.8809587240219114
316,3.7000243306159972,3.8562970399856566
317,3.724698692560196,3.9203343629837035
318,3.7234105706214904,3.878433442115784
319,3.6892255187034606,3.872324061393738
320,3.685679590702057,3.8756115198135377
321,3.696565967798233,3.8989741563797
322,3.7211887538433075,3.8748714447021486
323,3.6844546020030977,3.8911974668502807
324,3.703998291492462,3.9038761138916014
325,3.711962068080902,3.886341857910156
326,3.710266447067261,3.8313059568405152
327,3.7039947748184203,3.8842063903808595
328,3.6985719203948975,3.8776660680770876
329,3.7049841940402986,3.8676931619644166
330,3.699380898475647,3.834633159637451
331,3.6742207169532777,3.9058521032333373
332,3.7131715416908264,3.909496307373047
333,3.703103470802307,3.8320234298706053
334,3.6967924177646636,3.8627060890197753
335,3.7262720584869387,3.8513843774795533
336,3.6958494007587435,3.8245734691619875
337,3.697727507352829,3.8516748189926147
338,3.689382427930832,3.8703662157058716
339,3.7146621882915496,3.865591835975647
340,3.6915979623794555,3.863388991355896
341,3.6980107188224793,3.8597511053085327
342,3.6916477143764497,3.9529794454574585
343,3.703352725505829,3.9017088174819947
344,3.686838436126709,3.9190600633621218
345,3.6960198104381563,3.8727302312850953
346,3.684023654460907,3.8828163862228395
347,3.7198846280574798,3.898701524734497
348,3.7050739586353303,3.86871919631958
349,3.711814785003662,3.815921092033386
350,3.702763247489929,3.8914583206176756
351,3.6839876651763914,3.934884452819824
352,3.713288253545761,3.9156469821929933
353,3.6982847929000853,3.90195472240448
354,3.689489060640335,3.858702826499939
355,3.6983327329158784,3.8748659610748293
356,3.6994439899921416,3.875336694717407
357,3.696490693092346,3.925849199295044
358,3.7278103053569795,3.9084111213684083
359,3.6911505460739136,3.8887428522109984
360,3.692668741941452,3.8525779962539675
361,3.686238759756088,3.920167016983032
362,3.711210346221924,3.9281750679016114
363,3.671322989463806,3.8739931344985963
364,3.6981620311737062,3.8692711114883425
365,3.7063486695289614,3.8242520332336425
366,3.7006002843379973,3.8967442750930785
367,3.706868201494217,3.8705825805664062
368,3.697516459226608,3.8548819065093993
369,3.6958463728427886,3.869679641723633
370,3.698713946342468,3.8882582902908327
371,3.6865270256996157,3.8632291555404663
372,3.687371474504471,3.9026021480560305
373,3.7186791777610777,3.8413578748703
374,3.707875448465347,3.8700170278549195
375,3.7085758209228517,3.883065414428711
376,3.693453848361969,3.9020559072494505
377,3.6951015055179597,3.866417074203491
378,3.7038148999214173,3.920740842819214
379,3.6890509724617004,3.8053828716278075
380,3.6839239418506624,3.8407827377319337
381,3.691127586364746,3.9066662549972535
382,3.6896177649497988,3.8921072244644166
383,3.6977834820747377,3.8843268394470214
384,3.69325652718544,3.8775208711624147
385,3.6724296033382418,3.895238471031189
386,3.686563193798065,3.9288732767105103
387,3.7019464492797853,3.8848499059677124
388,3.6775153279304504,3.8739148139953614
389,3.684193730354309,3.8474454402923586
390,3.6859900891780852,3.843434953689575
391,3.689917278289795,3.901938056945801
392,3.692446845769882,3.8603465795516967
393,3.7017931759357454,3.852972459793091
394,3.6967596232891085,3.9062362909317017
395,3.699208492040634,3.909016489982605
396,3.675395655632019,3.834509778022766
397,3.7019965589046477,3.9066286087036133
398,3.709759604930878,3.923065710067749
399,3.682181841135025,3.8462550401687623
400,3.6883587658405306,3.8445507049560548
401,3.6800172328948975,3.896116781234741
402,3.6625951170921325,3.8752331733703613
403,3.6797369003295897,3.8713800430297853
404,3.696717709302902,3.9086084365844727
405,3.6555052578449247,3.87502543926239
406,3.698409241437912,3.876050114631653
407,3.686043643951416,3.8819104433059692
408,3.718675696849823,3.8739585876464844
409,3.695607382059097,3.8895386695861816
410,3.7178203642368315,3.887669229507446
411,3.700587284564972,3.888190245628357
412,3.6930489003658296,3.853897547721863
413,3.6853185653686524,3.8936259746551514
414,3.675448143482208,3.895289731025696
415,3.6945251882076264,3.8400118589401244
416,3.672054171562195,3.9210545778274537
417,3.675905054807663,3.88217146396637
418,3.6845858216285707,3.8705358505249023
419,3.705739450454712,3.888491225242615
420,3.6855295658111573,3.852520251274109
421,3.671655410528183,3.8954102277755736
422,3.7074309468269346,3.873918342590332
423,3.7004306316375732,3.882720708847046
424,3.7046863794326783,3.8549921989440916
425,3.686588740348816,3.8248324394226074
426,3.6936234712600706,3.8541754484176636
427,3.7248672604560853,3.8722325563430786
428,3.667646360397339,3.8280278205871583
429,3.715753507614136,3.8459914684295655
430,3.687412750720978,3.8615719795227053
431,3.6921040177345277,3.8403778076171875
432,3.6952981889247893,3.8148547887802122
433,3.695652520656586,3.904892420768738
434,3.6802337765693665,3.939778733253479
435,3.669053238630295,3.85840744972229
436,3.681528890132904,3.9483146190643312
437,3.675040102005005,3.8836791038513185
438,3.6941235303878783,3.853100824356079
439,3.6575889587402344,3.838548254966736
440,3.671616244316101,3.858945679664612
441,3.664586144685745,3.889139676094055
442,3.6863376796245575,3.9093954801559447
443,3.684146785736084,3.83634090423584
444,3.677170491218567,3.8257643938064576
445,3.701722538471222,3.8631262302398683
446,3.692586439847946,3.883262348175049
447,3.6823656499385833,3.897317123413086
448,3.6570734083652496,3.8872976779937742
449,3.6802078425884246,3.846800112724304
450,3.6580402672290804,3.8421191453933714
451,3.6819542825222014,3.8763565540313722
452,3.673468917608261,3.8550796508789062
453,3.6987324655056,3.837395739555359
454,3.6736149191856384,3.8652794122695924
455,3.675661027431488,3.8788933515548707
456,3.6797665119171143,3.8706114053726197
457,3.6503364384174346,3.8610435009002684
458,3.678039216995239,3.937089967727661
459,3.687690407037735,3.862800717353821
460,3.6745937049388884,3.8516702175140383
461,3.674558329582214,3.851340579986572
462,3.674116200208664,3.83477840423584
463,3.676012486219406,3.8205426216125487
464,3.664761447906494,3.9134066581726072
465,3.679536443948746,3.857506537437439
466,3.681533843278885,3.879456090927124
467,3.673720967769623,3.8607460498809814
468,3.6649661123752595,3.873044180870056
469,3.6498240530490875,3.8483033180236816
470,3.6742600202560425,3.903178358078003
471,3.6742336750030518,3.859675645828247
472,3.670188105106354,3.886173057556152
473,3.6769670844078064,3.888233995437622
474,3.6740035712718964,3.8536629676818848
475,3.662011182308197,3.883179259300232
476,3.6556764364242555,3.863408422470093
477,3.674404925107956,3.9157853364944457
478,3.6668010532855986,3.9054169178009035
479,3.6666765034198763,3.8534451484680177
480,3.6495814502239226,3.854870390892029
481,3.6459333837032317,3.8578906059265137
482,3.681484967470169,3.844070863723755
483,3.648888260126114,3.8806659460067747
484,3.6690578699111938,3.913568639755249
485,3.6390331864356993,3.871911811828613
486,3.6667013347148893,3.875525116920471
487,3.6575582921504974,3.827917766571045
488,3.6680629909038545,3.8575968027114866
489,3.65125657916069,3.8982222080230713
490,3.6614733576774596,3.853277325630188
491,3.656795459985733,3.86566641330719
492,3.6518971383571626,3.865391707420349
493,3.6525299489498138,3.8346261739730836
494,3.664718824625015,3.8234606981277466
495,3.6599727869033813,3.8686382293701174
496,3.654834747314453,3.814258170127869
497,3.6706215262413027,3.860124373435974
498,3.6594488501548765,3.892214465141296
499,3.646017128229141,3.896706223487854
500,3.6646393060684206,3.9030636072158815
