epoch,loss_tr,loss_val
1,8.770085430145263,6.755533170700073
2,5.819629430770874,5.315267515182495
3,5.211473083496093,5.110266160964966
4,5.155522012710572,5.039395713806153
5,5.115582573413849,5.060529708862305
6,5.078077781200409,5.031745910644531
7,5.076143562793732,4.969972276687622
8,5.0479260921478275,4.982887268066406
9,5.031398141384125,4.9551671028137205
10,4.974340260028839,4.980594205856323
11,4.957086980342865,4.902952384948731
12,4.911384928226471,4.898373222351074
13,4.8640911936759945,4.817729806900024
14,4.849627280235291,4.7498119354248045
15,4.7933208584785465,4.787641525268555
16,4.7329231858253475,4.73951940536499
17,4.685218608379364,4.686750888824463
18,4.647567570209503,4.594365739822388
19,4.633460116386414,4.567911291122437
20,4.591802847385407,4.5654120445251465
21,4.600598335266113,4.563946723937988
22,4.567391550540924,4.523439550399781
23,4.521922087669372,4.542053127288819
24,4.499197089672089,4.499307537078858
25,4.478463518619537,4.535327053070068
26,4.486601412296295,4.482630634307862
27,4.44091819524765,4.448278427124023
28,4.424675905704499,4.4433760166168215
29,4.428262937068939,4.427756309509277
30,4.423138856887817,4.410449886322022
31,4.392966306209564,4.421880006790161
32,4.403485035896301,4.418402004241943
33,4.360974669456482,4.363491868972778
34,4.351970195770264,4.37527756690979
35,4.356374561786652,4.346830129623413
36,4.336375200748444,4.284974813461304
37,4.313815152645111,4.329182529449463
38,4.279302036762237,4.322501516342163
39,4.283363497257232,4.375334644317627
40,4.284105169773102,4.275080633163452
41,4.264101284742355,4.272665405273438
42,4.259372305870056,4.266702580451965
43,4.239428687095642,4.210537624359131
44,4.23291380405426,4.281707096099853
45,4.2308047115802765,4.223610210418701
46,4.1916714131832125,4.282774257659912
47,4.2011503875255585,4.288279485702515
48,4.200754982233048,4.204286122322083
49,4.182764524221421,4.208695578575134
50,4.142202425003052,4.194854283332825
51,4.155307692289353,4.174964714050293
52,4.159532904624939,4.187430000305175
53,4.157481527328491,4.160437417030335
54,4.112343770265579,4.226216411590576
55,4.1334416449069975,4.168615102767944
56,4.1257276177406315,4.169020366668701
57,4.095337378978729,4.185673999786377
58,4.093540459871292,4.13052237033844
59,4.095818454027176,4.18280770778656
60,4.06561216711998,4.114053845405579
61,4.044513738155365,4.1133713722229
62,4.0612593531608585,4.071111536026001
63,4.046535974740982,4.11800479888916
64,4.061649942398072,4.1001262903213505
65,4.024005275964737,4.11134283542633
66,4.0354917585849766,4.098617815971375
67,3.9985332548618318,4.084672975540161
68,4.016656482219696,4.124714589118957
69,4.024926370382309,4.082606506347656
70,4.007037210464477,4.115012884140015
71,4.01796258687973,4.107992672920227
72,3.994320183992386,4.057982754707337
73,3.985653728246689,4.10304446220398
74,3.9720348596572874,4.054597878456116
75,3.983733373880386,4.030178952217102
76,3.971310609579086,4.0714151620864865
77,3.9812352418899537,4.051360011100769
78,3.960801512002945,4.060772633552551
79,3.9534015715122224,4.056974124908447
80,3.9600816667079926,4.040363621711731
81,3.957652199268341,4.027513194084167
82,3.939503711462021,4.068748474121094
83,3.958156943321228,4.026724505424499
84,3.961682176589966,4.010427117347717
85,3.958334594964981,4.046421599388123
86,3.9512518644332886,4.024425029754639
87,3.9473912477493287,4.065083479881286
88,3.930964803695679,4.008810758590698
89,3.920378178358078,4.058512759208679
90,3.9312226474285126,4.005397176742553
91,3.908832609653473,4.018808603286743
92,3.9157280206680296,3.9741126775741575
93,3.9083011865615847,4.020764780044556
94,3.9214521765708925,3.9834908485412597
95,3.8828491270542145,3.962724280357361
96,3.898862916231155,4.004919719696045
97,3.889941728115082,3.9880432367324827
98,3.901375579833984,4.014616394042969
99,3.8896910309791566,3.9834665775299074
100,3.8991360664367676,4.0423489809036255
101,3.9123202204704284,3.925712490081787
102,3.87948077917099,3.9878379344940185
103,3.9038905262947083,3.961632776260376
104,3.8737748146057127,3.9846542119979858
105,3.8808064997196197,3.972440814971924
106,3.874289131164551,3.977590823173523
107,3.8748290717601774,3.9990142822265624
108,3.8565637171268463,4.012114405632019
109,3.880272203683853,3.9976238489151
110,3.890351188182831,3.9670907497406005
111,3.870739084482193,3.9324530601501464
112,3.8674273550510407,3.9650518178939818
113,3.8527562975883485,3.9003668785095216
114,3.870367556810379,3.956835389137268
115,3.842179185152054,3.973665714263916
116,3.8539402067661284,3.984746718406677
117,3.8472809314727785,4.002481365203858
118,3.849237769842148,4.002421474456787
119,3.837411159276962,3.930829477310181
120,3.8394181787967683,3.994885277748108
121,3.844492053985596,3.9507771015167235
122,3.848257374763489,3.9670820951461794
123,3.829053223133087,3.9616911888122557
124,3.845547986030579,3.9597193956375123
125,3.8398245751857756,3.953087568283081
126,3.823614978790283,3.92849440574646
127,3.8474739611148836,3.9659112215042116
128,3.833818018436432,3.9834643363952638
129,3.823858565092087,3.9432637214660646
130,3.831116509437561,3.9405786275863646
131,3.834898406267166,3.915349817276001
132,3.8213602900505066,3.9481040716171263
133,3.829872024059296,3.9346980810165406
134,3.8086999475955965,3.9987624168395994
135,3.82551748752594,3.9467463731765746
136,3.8159209191799164,3.971025586128235
137,3.8128631114959717,3.9625
138,3.8128637433052064,3.8818751335144044
139,3.8062454998493194,3.9351010799407957
140,3.7980713546276093,3.951803421974182
141,3.8234175384044646,3.9417301654815673
142,3.8139589846134188,3.9428611516952516
143,3.812781196832657,3.8703064918518066
144,3.80814533829689,3.967389130592346
145,3.825932639837265,3.9416908979415894
146,3.7815111219882964,3.9263688802719114
147,3.797893923521042,3.9708054304122924
148,3.805206662416458,3.902323865890503
