epoch,acc_tr,acc_val
356,11.26842731841211,10.948928157137741
357,11.212455676585893,10.926544786551862
358,11.189988169747165,10.868852436166694
359,11.164761529365393,10.86443883624083
360,11.068584940590442,10.814943244448225
361,11.363421362311906,11.014817160886594
362,11.093417330431008,10.78751569738304
363,11.133228289972951,10.882408636966238
364,11.064249105607614,10.798865068154257
365,11.301143102679706,10.98392184114396
366,11.15727225391236,10.870428659576184
367,11.106424948151393,10.822509501650835
368,11.223098138772365,10.923076916161882
369,11.225857281713068,10.896910424491045
370,11.012613317559543,10.744010064220067
371,11.206543215344542,10.953657037823978
372,11.258178871825402,10.9145648542599
373,11.14938899105254,10.886506896000943
374,11.206543140163278,10.884300096038011
375,11.18959399438722,10.832282453587498
376,11.273945538509912,10.915825924686947
377,11.09499408825674,10.798234551731605
378,11.249113120476373,10.902269851665329
379,11.235711515349198,10.932219449388425
380,11.265668128483117,10.967843634784597
381,11.157666523248885,10.859709925489197
382,11.338194778316078,10.96469109776943
383,11.169491520912853,10.872950815462977
384,11.062278266398513,10.763871354082644
385,11.263303113914072,10.895018905288484
386,11.187623136382804,10.917717496503947
387,11.296018926374641,10.996847427808321
388,11.376823014427368,11.05296343452242
389,11.314938920757458,10.972887811263904
390,11.207331472087855,10.894073123138158
391,11.366574671214897,10.978247133209306
392,11.25541976647533,10.965006295849967
393,11.20141897325587,10.918663293686972
394,11.430429726263458,11.076607920633439
395,11.23847066768756,10.927805834429863
396,11.350413819772783,11.045397169803461
397,11.273551372547624,10.95901631467129
398,11.23925902780511,10.90605300281568
399,11.28813561652653,10.947982359954718
400,11.289318029834476,10.954602729778122
401,11.307843971026898,10.958701199270587
402,11.40677965575426,11.040668319182618
403,11.21087901273674,10.85655738847403
404,11.104848152735029,10.816204202130042
405,11.506109534636886,11.151639329830905
406,11.150571535927694,10.883984875408428
407,11.186834823253543,10.914249678728408
408,11.352384696572514,10.971311452560137
409,11.280252240894816,10.963429974727942
410,11.253054761303941,10.914880195151062
411,11.267638892510956,10.955863777656122
412,11.316121390451348,11.007566199477052
413,11.233740600958837,10.889344227419224
414,11.166338080442651,10.856242002484777
415,11.276704794222509,10.973518312653859
416,11.197477276042356,10.899432490181653
417,11.284588075877645,10.951765443457932
418,11.295230566257091,10.991488008150387
419,11.167914819473069,10.859394659761522
420,11.206149002393964,10.930958401510424
421,11.234134795114098,10.8896594931469
422,11.133228271177636,10.814628008785945
423,11.268821418590793,10.938839834244526
424,11.240047275150767,10.909205547347195
425,11.36342134351659,11.04003783282536
426,11.172644820418187,10.866330347927041
427,11.2739455854982,10.966267306146225
428,11.456838704771915,11.097099561558997
429,11.162790671360977,10.892496839597877
430,11.423728820325636,11.069356853995016
431,11.168703207783592,10.92906683720977
432,11.364603832005796,11.029634274269863
433,11.252660623534627,10.901324099580396
434,11.289318086220423,10.933480452168334
435,11.342136343962384,11.0148171308212
436,11.24201818954113,10.898171532499836
437,11.423334663761006,11.075977314014603
438,11.254237268588465,10.964375786943664
439,11.306267138019903,10.97919287026154
440,11.432794571674664,11.073455158127812
441,11.36696890296079,11.049810874958206
442,11.417027895592497,11.09930636152193
443,11.450137949196616,11.15573769409449
444,11.392195524547247,11.043505695698991
445,11.345683884611269,11.030264835790607
446,11.274733955013408,10.931273637172703
447,11.376034673105133,11.039092035642337
448,11.424911337007817,11.074401022957973
449,11.477335409992174,11.104035287306258
450,11.500985442910741,11.120113538763713
451,11.338194740725447,10.983921826111263
452,11.370122099091887,11.05832276398417
453,11.368151353859366,11.045081964206576
454,11.502956235131553,11.113493026129685
455,11.409144651527992,11.067150069064782
456,11.287347209420691,10.916141197930969
457,11.629483621798023,11.22320299641632
458,11.490342914940666,11.14438839848676
459,11.443831275004687,11.120743980022878
460,11.490737127891244,11.112547326659195
461,11.440677966101696,11.08701134389466
462,11.450926262325877,11.112547266528406
463,11.493102161255605,11.160781900639192
464,11.528971254426192,11.198297620270623
465,11.405597148469738,11.059583826894869
466,11.442648767720163,11.117591397909619
467,11.4079621818341,11.093001287491596
468,11.5080803926413,11.192938178063642
469,11.704375286200031,11.355926891293231
470,11.348048823999052,10.972572440307347
471,11.483642121774736,11.048234561352531
472,11.628301227285395,11.262925666337656
473,11.47575874614302,11.15479188187877
474,11.55892786756011,11.20996216657333
475,11.566022836085986,11.211538480179007
476,11.563263721338256,11.194829772429689
477,11.469452109541722,11.082913009696469
478,11.570358765045395,11.167087034800314
479,11.796216086980438,11.384615448654674
480,11.568387850655032,11.21910466221813
481,11.690973568300961,11.374527088179715
482,11.576271282672694,11.233606645168
483,11.701221920911092,11.326923090753159
484,11.625147786815194,11.236443856324705
485,11.590855376289076,11.25126105990416
486,11.533701264768968,11.219735238771571
487,11.635396139425323,11.275851200387578
488,11.625541980970455,11.288146278145636
489,11.731572662416667,11.32818407098402
490,11.635396101834692,11.321878884208457
491,11.608592778808449,11.245901617697179
492,11.567599556321086,11.279949564651162
493,11.664170339251298,11.310529678796911
494,11.533701227178337,11.18600251244717
495,11.59282619670286,11.230453987891256
496,11.53882531890448,11.1856872166541
497,11.66022860444715,11.323455227879528
498,11.489554564220773,11.170554837543156
499,11.598344501379582,11.244955865612246
500,11.660228585651835,11.311790621446029
