epoch,acc_tr,acc_val
1,1.1040598889728395,1.4612231808767417
2,3.384312152110736,3.410781816606413
3,3.665746935813221,3.679066810000589
4,3.741032714490398,3.7591424821153714
5,3.7497043327689408,3.7424337518170083
6,3.801340149009984,3.8010718618034565
7,3.868742570850762,3.8902899919812945
8,3.921955055639788,3.9829760226145066
9,4.292471389108913,4.348991129166842
10,4.59046114792634,4.587641843180037
11,4.8230192912202865,4.876103384648115
12,5.216397297490428,5.264186611091354
13,5.537642885673502,5.575662039567964
14,5.742215189259025,5.792244596108512
15,6.233740651706189,6.174968478057304
16,6.382735517018416,6.357818398469634
17,6.673630269719335,6.664880204471333
18,6.7599526718464436,6.783417389642396
19,6.844304225366793,6.86443878001854
20,7.061095720771546,7.0485497182434775
21,7.16357896494311,7.145334131931146
22,7.231375613830951,7.198612837292357
23,7.248324787799984,7.225725066015428
24,7.398896316961364,7.342685997711605
25,7.451714593498642,7.388083172626183
26,7.494678720978709,7.495586335433536
27,7.59992113628395,7.606872581744104
28,7.789121023726172,7.738335458808408
29,7.713835230952508,7.7550441440086795
30,7.864800991859782,7.864123620421709
31,7.976350015573347,7.926860034540954
32,7.93614495585272,7.962484159806337
33,8.191958975500604,8.1610970584321
34,8.179739858862638,8.121374523805038
35,8.281040642737967,8.282786900879907
36,8.383523811728267,8.383039057179628
37,8.463145383098814,8.424968429351365
38,8.415845467624205,8.40542242024916
39,8.462357088764868,8.409520799545442
40,8.480488741825452,8.484867594732162
41,8.571147054116652,8.525220683363617
42,8.705163612861918,8.687894100800138
43,8.731966832513926,8.706809525832552
44,8.669688544688753,8.628310186114318
45,8.694915241456474,8.713114727640814
46,8.78517936899007,8.750000021045777
47,8.7686243891763,8.756620473549015
48,8.961765814071853,8.935371954534274
49,9.057942468630408,9.065573761171532
50,9.080409881492558,9.002837294437846
51,9.074891605008808,8.997477904845306
52,9.202601498959805,9.148486768462769
53,9.065825797273833,9.078499392933983
54,9.275128139395107,9.226355636856445
55,9.246748124326738,9.186002518159594
56,9.283011411652586,9.231399745688613
57,9.31848639524683,9.254098344420425
58,9.405597166889146,9.376103407497816
59,9.491131237091677,9.422446394628114
60,9.396925468730513,9.348360602221302
61,9.48167128218973,9.45491803549277
62,9.438312951156743,9.367591428275668
63,9.60149780050901,9.511664521047777
64,9.497832086643553,9.443253451608319
65,9.462751231420965,9.434741457353475
66,9.543555338269009,9.493694780453156
67,9.605045322362578,9.541929354433153
68,9.525029585029744,9.469735186457784
69,9.497043811104925,9.487389691390126
70,9.578636155900966,9.563997429225966
71,9.645250306901943,9.559268608670518
72,9.65234518145124,9.61412347731043
73,9.69018527359111,9.639029041364845
74,9.80961763534576,9.721311479618992
75,9.72841935313777,9.660781797815542
76,9.737485236054008,9.60340481838693
77,9.757587718926032,9.695145018013548
78,9.816712585076319,9.74527108864706
79,9.774931049459695,9.708701151165956
80,9.867165997407076,9.712799545494937
81,9.785967630620167,9.692307656529874
82,9.945210914326127,9.863493075737587
83,9.808829303421183,9.706809541767212
84,9.878596706939204,9.787515719030123
85,9.886085926006288,9.78184111632435
86,9.930626736130826,9.80075661652025
87,9.942845815178162,9.835119739005725
88,9.915254244806261,9.772068104256897
89,9.919590060993777,9.772068074191504
90,10.106819052840953,10.024590149503037
91,10.06700826245685,9.942307688699845
92,9.984627566940915,9.923076960358012
93,9.990145824629348,9.88902900588768
94,9.997635015503459,9.901008810401715
95,10.088687427973342,9.985813374477257
96,10.119432420020129,10.013871400383351
97,10.050453329631369,9.953657044438366
98,10.182104855012273,10.027112245259039
99,10.196689033207576,10.074401059637756
100,10.141899926858857,10.005674671856182
101,10.253448931777106,10.18820931150814
102,10.20654311648118,10.119798212003287
103,10.310997284440765,10.148802050125102
104,10.138352311028708,9.986128572557794
105,10.16042568949578,10.054224458949413
106,10.201813171922009,10.095838595458869
107,10.186046495839841,10.062736415622513
108,10.400078829508576,10.222887767368427
109,10.123374060847697,9.98045396985202
110,10.315333063037649,10.160466566362418
111,10.28143481847382,10.1481715412188
112,10.344501363042307,10.162042849902697
113,10.441466264946516,10.267023931986747
114,10.301143003816346,10.147540919567266
115,10.213638131995346,10.111601506025163
116,10.430035536619073,10.245586433747377
117,10.32794644901214,10.190100943455931
118,10.497043787798733,10.271752857771077
119,10.373275468891702,10.223518253725684
120,10.418998861482024,10.250630542579545
121,10.414662979510904,10.228562400139596
122,10.421757929241465,10.274905379753546
123,10.444619677223743,10.300756650794801
124,10.35711469263085,10.19955861463222
125,10.4493496029876,10.273959627668614
126,10.45802127295326,10.328499380907825
127,10.336223906027223,10.203026477505851
128,10.374063819611594,10.20554852816376
129,10.54079614382914,10.312421144483068
130,10.424911275735088,10.271122281217636
131,10.461568785409172,10.314312731332766
132,10.427670484459396,10.259773015675298
133,10.502167898320193,10.28373266980146
134,10.510839605876486,10.278373287725268
135,10.43161218167291,10.27868856848564
136,10.539613721123539,10.365699887426024
137,10.573511984482684,10.35687258986176
138,10.441466358923094,10.288461595585789
139,10.616081983591094,10.474148794801959
140,10.540402109434062,10.353089589038381
141,10.584154474862128,10.463745236246462
142,10.674024389445147,10.462168952706183
143,10.548679538256172,10.39344261753905
144,10.591249537364583,10.356557399297571
145,10.437918799478894,10.258196747167714
146,10.607410341818406,10.457440124634386
147,10.608198617357036,10.381147517231945
148,10.722112768411542,10.526481718012844
149,10.5632636882585,10.389659519003137
150,10.757981823991498,10.547288744927656
151,10.657469475414981,10.431588913723921
152,10.658651982699505,10.429066848033314
153,10.52029953258546,10.367906664839909
154,10.663776093220964,10.425914220821962
155,10.640520273252974,10.451134907793428
156,10.722112674434964,10.567150019757534
157,10.656681087104458,10.421185340135725
158,10.664958544119541,10.474464015431542
159,10.748916016256523,10.474464045496937
160,10.648009473524745,10.481715036971872
161,10.612140267582262,10.392181539595652
162,10.761135189280436,10.59331651894472
163,10.815530148462184,10.594892817517698
164,10.644461951671175,10.428751597338335
165,10.698462773083607,10.50252207891938
166,10.73827356346771,10.506620458215663
167,10.741032715806071,10.566834814160648
168,11.018919935365526,10.731399720734336
169,10.661805254011865,10.464060471908743
170,10.516752048322521,10.323455234493915
171,10.737879369312447,10.502206783126312
172,10.744580171876034,10.509457752052201
173,10.822625210964638,10.60687268967887
174,10.825384325712367,10.538146264315554
175,10.71225862875199,10.529634345224196
176,10.905005925275887,10.60970997599906
177,10.801340117433854,10.542559879274116
178,10.82420183722316,10.61191679099469
179,10.71186447218736,10.51954606742907
180,10.843515922387002,10.594892772419605
181,10.800945960869223,10.594577536757326
182,10.78163179112646,10.523959599707798
183,10.856129308361494,10.585750336905596
184,10.85534092005097,10.621689772996746
185,10.804887601696791,10.570302601870793
186,10.891998439122712,10.578184139833775
187,10.994481626908328,10.758827192636035
188,10.662593604731757,10.46752834981507
189,10.984627487248776,10.766708685500925
190,10.689791103117946,10.468474162030791
191,10.963736719440465,10.644388394277604
192,10.808829280114992,10.580075628970942
193,10.932203423662077,10.72131150307
194,10.787544336946734,10.572194211269537
195,10.841939314923795,10.682219454800196
196,10.896728449465488,10.636191710848525
197,10.903035086066788,10.689155135449365
198,10.933780031125284,10.680327875466846
199,10.76704768811242,10.543505646391745
200,10.926290887239462,10.693568705309836
201,10.857705991005963,10.630832313739637
202,10.898699288674589,10.671500660582419
203,10.891210069607505,10.635876384990063
204,10.885691764930781,10.663934433445203
205,10.684666917415223,10.486759138287692
206,10.88450929523689,10.672761693427722
207,10.925108398750254,10.668032782676091
208,10.960189197586896,10.641551062859323
209,10.91446590837081,10.618852456611162
210,10.823019311143321,10.621059271606791
211,10.938904179237374,10.651324059894076
212,10.875049274551337,10.682219424734802
213,10.880961773383321,10.624842355110005
214,10.6949153264113,10.438209388776205
215,10.97083165037571,10.741487968464066
216,10.858494304135224,10.68064314119452
217,10.841545158359166,10.596153850363
218,11.020890830960573,10.744955876435789
219,10.906976745689672,10.642496814944254
220,10.87662590080986,10.636191650717736
221,10.834055976882713,10.636191665750435
222,10.798186808530863,10.582282474031965
223,10.918801686967692,10.620113474423768
224,10.877808445685014,10.633984880820199
225,10.903429205040787,10.640920501338579
226,11.000788319895575,10.742433780679788
227,11.040204972510363,10.81052964452236
228,11.043752362796722,10.825977214197493
229,10.956247556759328,10.71752838950139
230,11.115096580526421,10.7774274947514
231,10.86874259096175,10.61317778625825
232,11.030350795260178,10.789722542444062
233,11.116279087810945,10.813997492363294
234,10.968072479242032,10.701134902381657
235,10.933780012329967,10.694514457394767
236,11.068979097155074,10.824085740093023
237,10.966495815392879,10.715952030797624
238,10.853370062046555,10.599621653105842
239,11.018920010546788,10.803278713178214
240,10.939692492366635,10.705548487274823
241,11.073709088702534,10.800756617422213
242,10.949546726002767,10.661412367754595
243,10.966101715214196,10.743694828557787
244,11.042569930693462,10.75094572983654
245,10.950729176901342,10.688524573928621
246,11.064643299762874,10.770176563407253
247,11.048482448320762,10.751576276324586
248,11.106030678814868,10.851197916201656
249,11.097359121621102,10.804224525393934
250,11.03508078680764,10.689785621806623
251,11.098147472340994,10.795081999683742
252,10.854158469152393,10.59520809827807
253,11.135987385925365,10.813682211602922
254,11.00906581450129,10.706179078860963
255,11.03310994759854,10.772383348337488
256,11.072132396660407,10.786254672054083
257,10.98462751544175,10.717528381985042
258,11.115884865462709,10.826923018896865
259,11.01103665371039,10.747477927093698
260,10.947970043358298,10.70712486101129
261,11.078439080249995,10.799180333881932
262,11.15530154627047,10.854981089901052
263,11.023255751553041,10.742433750614392
264,11.148206615335226,10.838587708010198
265,11.148206540153964,10.861601519855244
266,10.992905000649806,10.737704915026248
267,10.959795031624607,10.698928109935073
268,10.911706718441817,10.669609066216372
269,11.079621587534518,10.822509441520046
270,11.24477721031228,10.946090720490579
271,11.129680711733435,10.80012610099956
272,10.973590746328123,10.699243292982912
273,11.086716574855709,10.797604005243558
274,11.042964087258092,10.768284969041206
275,11.119432471895198,10.781525904113076
276,11.021284968729887,10.77774273041368
277,11.099724154985463,10.799810895402675
278,11.00118254224381,10.746847433220092
279,11.026409135637294,10.70807061309622
280,10.996452484912744,10.728877655043728
281,11.020496655600626,10.764186649875713
282,10.992510806494545,10.681588863214058
283,11.06306659832309,10.806115984465706
284,11.106030716405499,10.81935684437409
285,11.078439061454679,10.800756602389514
286,11.005912543188929,10.674022741305723
287,11.20654317775391,10.902269866698026
288,11.102483232142562,10.843631749195229
289,11.194324004729996,10.889029006789642
290,11.160031490829642,10.833228213188777
291,11.177374858953938,10.882408591868147
292,11.12692157819039,10.800126116032258
293,10.98975171054213,10.721311488037301
294,10.992905019445123,10.728247198751866
295,11.114308248601844,10.755674640588172
296,11.162396533591663,10.854350573478401
297,11.274339760858147,10.9861285960088
298,11.091052466224488,10.802332931027887
299,11.172250673251215,10.83669606854606
300,11.089081589424756,10.784993706855918
301,11.141505709397403,10.88871372602927
302,11.07528574315403,10.796027699154232
303,11.168703151397645,10.837011319241038
304,11.10642487297013,10.824716241482978
305,10.908553409538825,10.594577566822721
306,11.015372507488536,10.761664584185105
307,11.17461565022963,10.845838564190858
308,11.138746557059042,10.894388418931227
309,11.114308173420582,10.845838519092768
310,11.215608891512307,10.91298857071962
311,11.210090718402794,10.918978604512738
312,11.061095683932727,10.78751568235034
313,11.144658961914448,10.852143683319284
314,11.22230979745013,10.930643105717355
315,10.97240837061081,10.731399765832426
316,11.163578946899607,10.898801958726303
317,11.138352344108464,10.84741484773114
318,11.279069752405608,10.994010088873692
319,11.169097364348222,10.856872654201705
320,11.282223080103915,10.961853691187663
321,11.24162393899992,10.884300096038011
322,11.126921540599758,10.82377047436535
323,11.204966532700071,10.870428779837763
324,10.998029120568924,10.71059265623778
325,11.247142394039168,10.87074409066353
326,11.192353203111528,10.897225765382206
327,11.228222277486799,10.938209302789176
328,11.2337406761401,10.928121100157536
329,11.212849870741156,10.86727616765911
330,11.135987479901944,10.798865158350441
331,11.064643243376928,10.783732628912523
332,11.194718095511021,10.877049112079423
333,11.140323183317564,10.918032762231622
334,11.061489953269252,10.816834808748878
335,11.020496618009995,10.743064267037044
336,11.271974746289102,10.960592688407754
337,11.279858065534869,10.980453933172239
338,11.249113082885742,10.980453933172239
339,11.25463144394841,10.927805774299074
340,11.162396514796345,10.874842334665537
341,11.287741384780638,10.95523326123347
342,11.328734814016473,10.936002593022428
343,11.20457233854481,10.870744030532741
344,11.204966438723494,10.860970943301803
345,11.076468297426842,10.802963447450539
346,11.250689765530211,10.925914240063815
347,11.239258952623848,10.934110946041939
348,11.230981476813449,10.949873901706326
349,11.14387076155708,10.856872684267099
350,11.195506455628571,10.879571215351774
351,11.175009881975521,10.829760417962286
352,11.159637381253301,10.856872654201705
353,11.266850541791063,10.915510651442924
354,11.252660604739312,10.943883965625739
355,11.274733936218093,11.009773014472682
